Day 2: HOLD
Day 3: HOLD
Day 4: SELL
Day 5: HOLD
Day 6: HOLD
Day 7: BUY
Day 8: HOLD
Day 9: HOLD
Day 10: HOLD
Day 11: HOLD
Day 12: HOLD
Day 13: HOLD
Day 14: SELL
Day 15: HOLD
Day 16: BUY
Day 17: HOLD
Day 18: HOLD
